target,text
4,@jbhathaw Just seemed like a lot of waiting in the cold 
4,"@suttygal Hey sutty! I got one of David's tweets today on my phone, but that's it.     Did you have a nice birthday? "
0,@SaraJChipps Same with the Blue Jays!!! 
4,@ESPN_ProdGirl thanks. we had a good team working on this. More stuff to come. 
4,@jillwhalen  Its a date!  
4,Helloowz people! Guess who bought herself a new phone?  Figuring out how it works 
4,"Hmm, awake now. Rosalie and I are watching &quot;Anna &amp; die Liebe&quot; .. aaah  ... I love it! =]"
4,"@jeffkang Like I just told @joannie808, 'Pics or it didn't happen!'   @supercw said SuperCr3w is in town too.  Darnit!"
4,i'm not up to too much twitter.com just signed up so thats it? 
0,@waynosocrazy I wanted to see that 
4,watching confession of teenage drama queen 
4,@choprasakshi Lucky woman! I'm saving up for mine. 
0,It's sunny!  But I'm still on the Dole 
0,Just got back from Midtown. @Lands I called you twice to see if you wanted to come with us 
4,@AntNyce123   Not sure the &quot;Secret&quot; is really a secret.. I knew about it since I was about 12-13.. Just didn't know a &quot;Name&quot; for it 
0,The world is gray. I am depressed 
4,just discovered .. I hate tuesday too 
0,My stomach is killing me 
4,Melanie has officially graduated...and there was a real diploma inside 
4,@ExocetAU for real? LOL you really got a slanket? pics please 
4,Today is my bday  i'm so happy for that  I'm 15 now 
4,"@brian_littrell :O!! Hi brain! it is soo awesome u decided to twitt  we where missing u, hope u are having fun - kisses from Peru "
4,"@JosephTheGreat omg! maybe I should join a gym, just for looking at the rugby boys "
0,"@Japumpy I need botox work on the lips if I'm going to change my name to Angelina Jolie, but it's a thought! Sad though about the racism "
0,"Be kind, rewind today as I need to start my day over!  "
4,"I had the most fun tonight than I've had in a long time, it seems. Not too much tension. And no drinking. "
0,i miss my long hair  i guess that's what you feel after every haircut...
4,"Poolside &lt;3, running, researching HWFAA  XXX"
0,I want another pupppy.... 
0,I have gotta get &quot;chainsaw hubby certified&quot; (translation=he let's me use it). The handsaw is like cutting a steak with a butter knife. 
4,"All Time Low i love you  so excited for tomorrow,whos going?"
4,@DrJeffersnBoggs you are most welcome 
0,What a nice day. To be sitting inside a basketball stadium doing an exam 
4,Yeah! We made it in an hour and a half. Now we are leaving to look at new apartments. Funn. Because this place is crappy. Lol. 
4,"yeah, right.. i'm eating breakfast with my mom (she wanted me to post that) !! Can't wait for school to end so we can watch 17 Again! "
4,"@nikki_tripp Yes, it is. &amp; thanks for the re-tweet "
4,"@dr1665 That's what I do  SMS for 2gnt, TwitterFox for everyone else "
4,"Goodmorning!  I'm happy! and i'm updating my Twitter, with new a style, from pink to yellow, is not it great? ;D"
4,@801chan hi! thanks for following  is it today your birthday?
4,"http://twitpic.com/6biv7 - Bored, and then drew it  Hahaha"
0,@ryezzzzahh I just saw this hahah! DeLuca ate all my leftovers sorry 
4,"@RobertBenfer omg, your awesome  i watched every one of your videos  i added you everywhere, even on deviantart "
4,@mitchelmusso http://twitpic.com/6pe9h - love u! your new album is amazing 
0,Opps.... slept tooo long 
4,@itsClaireDarbos You first one to follow me so I stalk you forever. Also I loves you too.  
0,"havnt been on the cpu in like 3 days. been living at the beach, reburnt my sunburn  i miss my babyâ¥"
4,@angielala Just messing wit u chica 
4,@tommcfly Not for mcfly? Ah well have fun!  xxx
4,@darker_artic sunny and 80 degrees!!!  Too bad I have to work today  What about you? How are you?
0,still cant figure this twitter thing out on my phone.  i dont have the iphone.  
4,@djsupert lol It was still a fun night. Staying sober now. 
4,"HR again, twice in 2 days.  I sent them a list of names. They replied, asking for name, title, email, etc. Who owns that data, I wonder?"
0,@dinography Ouch! and here I thought it was a classic and hard to beat in my book! 
0,@RockinChick09 yeah i know. i want a Strawberry one so bad. i can almost taste it ahhhh! my stupid lil bro ate them all!! 
4,"Just got back from a family reunion celebrating my uncle priest's birthday  It was nice seeing my other relatives, it was fun! really "
4,Art class. Fun fun fun  express yourself !
0,@windycitypretty that is sickening... Just shoot at will? Smh... Prayers for his family... 
4,http://twitpic.com/6tm77 - i just love her smile.makes my day 
4,"Mmm 5.5 hours, over 100 dollars a night? Okay "
0,Off to birthday party 
0,"@greggarbo I can't see it, Garbo... "
0,"@amybud  finally home.  Kinda tired after all that driving, but had a good trip.  Really dont want to go to work Monday "
0,ohh why is this horrible feeling not going away 
4,@mmitchelldaviss / http://bit.ly/13J5PU  / You might like this 
4,@NeoTech2020 LOL. I trust that statement about as much as Kim Jong-iL. I don't like winblows 
0,my poor dog's itching has suddenly gone through the roof  Seems to happen like clockwork when June comes. Weird. No fleas that I can see.
4,"@vmarks the colours are all wrong, a bit like my friend's TV  (found many threads on apple forums about it, general issue)"
4,"@stigblog I was rather lucky, managed to skip doing a MSc; they liked me that much "
4,"and after all, you're my wonderwall "
0,"im not exceted for the shots im about to get  at the clinic, im going to shit my pants"
0,@clicktokill That's kinda gay. I have a real nice pic of me now  /vainVAIN VAIINNNNNNN hahahaha
0,"I still hear a kitten meowing!  I hope someone helps the poor thing. (I can't find it, it's probably on the other side of the fence.) "
4,"@fafinettex3 http://twitpic.com/7i9cy - Haha, that's so cute! "
4,"OH, and thanks again to @cwelchtn and @chipdaves for walking to my car and listening to the Beatles with me  Love you guys."
4,@ankurgoel14 haha... thank you ! ..all that policy research is getting to head. 
4,"Morning all. Anyone watch &quot;Mary Queen of Charity Shops last night?&quot; Loved the lady who'd been there 12 years, yet to be till-trained! "
0,wowwww im STILL awake 
4,"If your getting this text, your famous! Yes, your on youtube! Check it out! Youtube.com/devol4.. The vid is called Merry Mesa Verde 2009 "
4,@Shla0321 you shouldn't volunteer your car if you're going to whine.  
4,has been having long and tiring days!.....now i can go back to chilling!! 
0,@ramber1220 i am already there.  i have to make a 'b' in every class to come back next semester.
4,Strutin right along to Mansion now! 
0,@kimberlinbolton what the french is taking so long? I take it that's killing your mood to go out tonight?? 
0,what's the deal with twitter?! i don't know how to use it 
4,90210 Tonight 
0,my iPod is officially dead  http://ff.im/3wmcq
0,"@JLSOfficial am well gutted!! i need2 meet you soon im literally dying, cant face food. ma mums goin nuts at me  reaally upset!"
4,@So_Philthy &quot;bit of flips&quot; lol...but I guess that's me... 
4,loves her horses and will love them till the day she dies! Had an awesome ride tonite and the party was amazing! I LOVE MY FRIENDS 
0,"@ashleyblah but i am fat.  you look good with bangs, btw!"
0,I did not get the job 
0,@tri33bell I have yet to meet David 
0,"@yeaitsgc That sucks, I'm really sorry! "
0,could be in for a long summer if his luck doesn't turn out 
4,lalala. i think im going to draw tonight. 
0,i want a starbucks! please 
4,@jazzmouth Heh...never..I'll never go red commie...Mwuahahahaha!!! ROFL! 
4,Good morning  Headed home!
0,@sabeeh90 boy stuff...i'd rather not discuss details on twitter. 
4,@DeniseMcClain Too true! He played a real prick on MI5 - loved it  He was even worse than House 
0,Damn no one? Das messed up. Ppl only watch out for theirselves these days 
0,@natneagle Noooo lol that was my Friday Highlight. lol. First @makeupmel and now you.  lol. Boo Woo... 
0,@melfay86 I also wish so. 
4,congratulations to eveybody! the mtv awards were awesome! 
4,@VasiVallis Vienna Bounce  *bounce-bounce*
4,I CAN&quot;T WAIT... TOMORROW CHURCH 
0,Just woke up  Last nights Dodger game was on da chain ! Ninth inning comeback win gets no better then that ! Shout out 2 Andre Either 
0,who has sing: let it rain?????  its weekend and i miss my sun 
0,"Will not be escaping anytime soon, apparently "
4,"@mkaigwa asante sana.I'm good,almost back to fantastic. "
4,@tyrelassie they probaby couldn't resist your Scottish accent. lol 
4,"@neonpuddle it's good. Kind of eerie, but chill "
4,@Ascend_Alliance I'm glad! Have a great day today! 
0,Walking around the mall passing time waiting for my bus. I was in tillys but had to leave. Too depressing cus i have no $ to shop! 
4,@ESPN_CWSKyle Hopefully USM will chomp some Gators after this rain delay. 
4,just got home from poms! going to Taco Bell! 
4,"Let's just watch and see what happens, shall we?  I am told that patience is a virtue. @LaCuisineHelene"
4,just watched Zoolander...so funny 
0,"@mel161278 - hey hun, I'm good hows you? I'm still trying to track down my ticket for amsterdam - bloody ticketmaster!  xx"
4,"Thanks for the picture comment twits  it was from last night,but now my pillow is really calling my name! *YAWWWNING*"
4,Seeing this performance always gives me goosebumps.  I love Mary J Blige.    Bono is pretty insanse too.  ? http://blip.fm/~696d8
4,@deanwhitbread I hear that! Oil has MUCH power here on many levels. Myself? Starting a vlog on green subjects within musicians touring 
0,mcmuffin in my belly! no iced tea though 
4,@Doc_Sprocket sorry - i thought i wasn't going to get to see my parents (who are in town)..but i did  so it is all good!
0,@CitizenSwift oh  Energy drink?
0,not my day 
4,@Salehh good to hear  any chance of getting a preview?
0,@KATaylor007 I apologize for any of my friends who have been sending u any hate mail  Much hugs girlie
4,"@RSC_Girl123 They didn't like my Benmont necklace that Lesa got me ='( (which broke...) I could handle being Emilu, but I like Em bettah. "
0,@smnthclp i only have 900mb. 
4,@MonicaAyesha hurray! 
4,@erineaustin @____@ Ohhh man! But yaaay for a whole day! 
4,@Hazimov http://digg.com/d1nnVZ u will love it 
4,@wemb @TheWych @tempeste Congrats guys! I raise a glass to your future success! 
0,I'm really scared of the DARK! 
0,Broadcasting is done for seniors.  missing my dysfunctional family already.
4,@JessiCaCa I missed U that`s all 
0,"Yay! Got some new Wii games, but why oh why can't I get Guitar Hero World Tour in HK?!!? Boo .. urns. "
4,is having Italian classes.. 
4,No rave tonight!!! WACK ATTACK!!!!!!! So me &amp; Maya are @ Denny's in El Cajon. Hard Rock Hotel was pretty Fresh 
0,@NickFogarty Oh whatever bitch. LOL. Can be my birthday nao plz? I miss you 
0,"&quot;The air so much easier, when sea foam green is in fashion&quot; I hate Brandon Boyd, he forgot to put me on the guest list last night "
4,@dorfird great news! thanks for bringing me up to speed! 
4,@NickyMcB thats great!  I have a little sister which is 11 years younger. She drives me nuts though lol
0,"Not having cable, I miss Mythbusters. I'll also miss True Blood when it starts "
4,For those of you that missed it...I managed to put up new post on the blog. http://nil17.com (because @dirkjohnson reminded me to link.) 
0,"Worked out this morning. It went easier than usual, but now my knee is hurting. "
0,"Ubuntu 9.04 Sucks, Brightness controls don't works, NumPad don't works, extremely slow, in 8.04 all works fine, no way to go back  #ubuntu"
0,my #tweetdeck Horizontal scroll bar keeps breaking  have to keep restarting &gt;_&lt;
4,"@mariah_ana Heya, girl  Whatcha up too?"
4,@JonathanRKnight And we are eternally grateful for the sacrifices that you make for us. U guys are never taken for granted 
0,"@Ethnicsupplies Yeah.. its long, complicated... humiliating, disappointing.... is complete FAIL! "
0,601th update !  I want some Polvoron 
0,Soooooooooo booorrreeddd!!.... got no summer plan for the rest of the month... 
4,@David_Henrie http://twitpic.com/6ttp0 - ..my favorite couple!!..soo cute!!..they look like their meant to be!!awww!!!.. 
4,"Quadrupole checking timeline before it's sent out- it feels so FINAL once it starts to distribute, I just want it to be perfect "
4,I swear I want one of those LIFE'S GOOD braclets!!  â¥
0,Wow its amazing how fast a year goes...@ William and Mary hall watching the class behind me graduate... 
0,I cant sleep 
0,Lost an earring down the bathroom drain 
4,is making a promotional sign for Bacon Lip Balm involving Miss Piggy. @baconsalt: How do you feel about that? 
0,still not eating a doughnut on National Doughnut day. 
0,im jealous of americans... you get summer. we get winter. 
4,woke up in a very good mood today! 
0,@deonmims 
4,@DrAwab I'm all eyes and ears 
4,bk from school 2 hrs ago... so tired... i saw &quot;.......&quot; today...  made me happi
0,Yea CirOc is crazy  @isrealdeep
0,@1kewlmom  Bummer  I didn't really pay attention that it was a new tour book or I would have bought one....Oh well this Sunday!
4,@bunnyroses A pixel site?  Oooh!  That's awesome 
4,http://twitpic.com/694k6 - Evertonian's van parked underneath my window - he's not a neighbour so it's a good sign! 
0,omg just came back from the store and my knee feels like it wanna just break on me any second now... ughh felt like this since earlier 
0,@tommcfly apparently he might be canceling all shows due to his skin cancer 
4,"Just staring into someone's eyes while they're sleeping &amp; wondering, &quot;Why not? He's your PC!&quot; "
4,Off work. Woot!  quote of the day: &quot;did u seriously trip over a cordless phone?&quot; haha
0,@MuchMusic I'm trying so hard to get wristbands to the MMVA's  I missed out help me please......
0,@NEFanClub no #stalkersunday love?  
0,"Been trying to upload pictures from my phone, but it won't seem to work.  http://mobog.com/p/wickett55/1e6si40"
4,"@sonwright I'm an iPhone owner, so I don't really have a choice on which media player I use. FYI Apple makes terrible Windows software "
4,Just parellel parked perfectly! 
4,"@maublo  i know the feeling... so, again i have the confirmation coming from you - it's not just me! "
4,Has had a brilliant day which followed a really good night out  and is looking forward to the weekend.
4,Time for a spot of lunch in a wet Oxford. 
0,word... i didnt win bingo today  but yea... it was fun anyways...
4,"@DanielApt I don't think so. And maybe we should call the cat Flugel after all, I've always wanted to meet a alcoholic cat once "
0,@ruchirfalodiya yeah just caught in that 
0,@jacobbundren that's what i'm thankful for. and the same goes to you. i'm gonna miss you when you move. 
4,watching the simpsons 
0,Which sucks because it's so nice outside.....and im going to miss out on a fun evening 
4,@WreckAMic Thanks! Now He Owes Me $500 &amp; He Won't Pay Up!  lol
4,@Avrilwalsh I don't know if there is a proper way if twittering? Let me know if you find out tho! 
4,Leaving for JC in a few minutes. Going to be a tiring day. 
4,@telemekus need??? I believe 5 is the correct number. 
0,"@blasha okay I know who I am not calling, LOL "
0,@myvanitybag yes it does  le sigh.
4,@FuckingBastards - FUCK YOU!  #fuckyoufriday
0,Cruising &quot;Serious Eats NY&quot; does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/
4,@ValCatherine: I intend to.  &lt;3
0,I can lose a lover but i cant lose a friend.  ESOTSM;
0,@britkoz lolllllll yess that was yesterday...i would meet her after i was soaked from the rain  but sunday! u? an i texted u!
4,"@gnomeangel Haha, typical! But haha, good way to end the night! "
0,Bought Radio Shack brand cordless phone (Presidian) it SUCKS SUCKS SUCKS.  Tech support can't help either.  Taking it back today  
0,"@f_nadzirah cant sleep,go online! hahaha @bobbyden and @faidchong misses you too "
0,@shaundiviney i fucking missed my call! what happens then 
0,Late again. Seriously. Shoot me. 
4,@timmybrister that book title is an oxymoron 
4,@shuttler i was expecting to see a half painted wall 
0,Lauren Conrad had a book signing at Tribeca and I missed it 
4,http://twitpic.com/6alpb - Anna again. 
4,"Went to Angels&amp;Demons last night, a good movie, but you don't get very happy after seeing it. And HarryPotter6 is almost there  (finally)!"
4,Tonight I shall make choclate pie 
4,@pellucid2 had bagels 4 breakfast and lunch. No queue for the bread basket. 
4,"Getting some work done. Oh, my goodness, @OliviaZacks... ONE HUNDRED DAYS! "
4,Love Goo Goo Dolls 
4,"@Amy85pq You following mee, so I will follow you, happy followings to us both  "
0,Going to be staying late again... 
4,"@heatherdamico Heather, I just found your blog, and really enjoy reading it. You write very well. I've added it to my Google Reader. "
4,"hey hunnii (Jenny), come back. Me miss you much. We haven't even hang out. Can't wait when you're back from Europe  miss you! "
4,This was one of the best nights of my life.. EVERY Bon Jovi gig ends up one of the best nights of my life.. hehe    http://bit.ly/TQZEP
0,"ohmy. its almost tomorrow then after tomorrow will be class   masterline, were back in business haha. 868, prepare for your brand new dvds"
4,@swannny me me me  How are you this fine Friday morning?
4,@JustBellaCullen We are good  Amamda and Brandon are sleeping and Kate is out and walk at beach with Jake
4,@rachhhhh_ i am not its you :S and you keep saying wierd stuff ! 
4,@lindalovemade ooh i'm glad you tweeted about Animal Collective! i checked them out and i like 
4,"is digging deep to find ambition to organize notes, write a history paper and begin studying for finals.. but the bed is waaaay too comfy "
0,FRIENDS! Who wants to join me in my crusade for animal... help stuff!? I need someone to go with  http://bit.ly/Hmcae
4,@LAMgraphics i got some italian roast just for you dearie! 
4,There's only Education Science left to study for... will do that in the evening! I feel like continuing my story 
0,"It's like I'm psychic or something. Here I am, floated to H5200. And I have 6 patients. Uh... reiterates the fact that I don't like tele "
0,@aniskywalker I've been a fan since the first album and heard such great reviews of their concerts. Hopefully I'll get the chance again.. 
0,I'm sorry but those engine thingies freak me out  big machinery scares me in general.
4,@reneeporsia  Thank you...Most people tell me that it makes me look fat
4,"@ToasterBoy roger that, it happens.  Just wondering. "
0,@gigarcia Oh that is suuuuucky! 
0,"@theEMMYawards YES! But now I'm sad, cause I was looking forward to meeting you "
0,Wants To Watch Rachel Zoe Project and Stylista !! 
4,http://twitpic.com/6tsq8 - I miss the DJ'ing days! 
0,aw..  im so crying right now.. aw..
0,But I'm so scared to watch alone 
0,"is shattered and burnt red from lying in the sun all day  och, jobbies!"
4,"yesterday was funn i met TONS of distant family, milked cows,watched cows give birt,feed calfs first milk,ext. went tanning and tubbing "
4,@ninaspringle Do you take your coffee white? They say it's better for your bones.  I take it extra white. 
4,he's out playing with sand...  haha  
0,I just got soap in my eyes. IT BURNS! 
4,"just enjoyed a walk in the burbs, nice quiet evening to finish a pretty good day "
0,"Lady came to see us re her dog and last night drama with Bailey. Vet saw at surgery today. Dog put to sleep, renal failure "
0,i think my blood must taste really good; i have soo many mosquito bites. 
0,"@wysiwygjt No, I'm going to be in Tel Aviv tomorrow morning. I had absolutely no idea there was a tweet up tonight. I was not invited. "
0,I lost at candyland  ~Melanie
0,"feels not good  kyknya bakal telat deeh gue, (tears) http://plurk.com/p/yz0h6"
0,just got back from the E.R..i just had an epiphany!!! no more hot cheetos.. 
0,@FrankieTheSats They're all sold out 
4,I just want to dream with will 
4,@TarynP Excellent idea for WIN! event. 
0,"BFD was okay, met the limousines, the offspring, 311 and stephan from anberlin, unfortunately didn't get to meet nate young or TBS "
4,@dellhomeuk They all appear to be ï¿½253.61 here! I've got an Acer Aspire One which will tide me over for now 
0,@_MissSmiles_ i know he left me a voicemail the other day.  &quot;sissy.. its jacob... i luhh you... call me back&quot;
0,@LisaHopeCyrus well i will have to goo soon 
0,@CrysAnGeL77 ..thts a good thing right? Cold and rainy here..sux 
4,@elizabethgray I'm coming around to thinking that way too  And that we make all that surrounds us in some unseen but thought of way...
0,Yesterday was the first cottonwood flurry of the year. Will be living on Claritin for the next month. Glorious. 
0,torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.
0,@hollywills wished cud of been at signin 
4,this summer is looking promising 
4,How is everyone on this fine Monday?   what is everyone's opinion of the new Wolverine movie?
0,"@3nalicious WHAT??? Ok, lol, I do NOT look like Rafael Nadal!!!! Lol, more Tim Henman, well, thats what everyone says "
4,"@zaneology That's funny! He IS a clever one!  (Sad, though, that the kind of joke *I* would come up with is on a 4-year-old level  )"
0,"Back to the real world tomorrow, aka work  Good night!"
4,@gwarbucks does that mean you are getting married soon? 
4,@ArchNiaLeitl Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German 
4,@seansmithsucks poor you xx get out the strepsils ice 
0,can u believe $43 to send 4 little books to argentina 
4,heading into town for the SAQA conference in about an hour; excited to see the rest of my peeps at tonights Quilt National opening 
0,@elliotmacaluso I opened.... without you 
4,"@FakeCedric Hey Ced, this is KingdomGuard "
4,Made it to BackBay Station w/time to spare. Glad @Megabus WiFi is robust; I need to work on the way to #140conf  http://twitpic.com/7gymp
0,just updated ubuntu... firefox`s updated too; n it just got a notch slower... 
4,"My new phone is locked, loaded, and ready to explode.  "
4,@EnidanEkieh I'm sorry it is .net instead of .com 
0,Ugh.  I think the control panel in my airconditioning system blew today.  Hurray!  Another few hundred dollars I can't afford.  
4,lovin this sunshine   @boydface was amazingg last night! i love jp
0,hates being away from my baby when he isnt feeling good 
4,@Jabinya Good night! Your GaGa painting was totally awesome to watch btw.  Thanks for sharing 
0,I can't follow people on trends with my iPhone. Why not. Not even people I search. 
0,hair 911! ugh! why is everything happening that i didnt plan for? i need a moment of silence before i start using profane language! 
4,@Danielconley hey 
0,going oit of the hotel  
4,@Shannonae What kind of webcam won't take a photo? So strange. Well either way I'm glad you've got something 
4,"@BudTrap hey, I remember that! "
4,@nicksantino ..ngl i'd take you over rpatts anyday 
4,@mileycyrus http://twitpic.com/67hac - Looks like you guys were having fun 
0,"you didn't know to give what I gave you, you didn't know to see what there is in my...  !!!"
0,Daâddy &lt; 3!: I wanna marry you   I would do ANYTHING for this back 
0,@sjvalentine85 sadly not when i'm there. got there at about 4:30 after a fruitless trip to Warrington and there was no you 
4,"@Veggie_ thatd be likely, bein that i lived on campus ha...i just moved back to the cov "
0,Oookkk..I have a baaaaaaaaaaaaaaaaaaaaaaaaaad hangover..and I dont remember NONE of the things i wrote on here last night  sad times
0,im waiting for my cousin  cuz she borrowed to me.. my laptop D:
4,"P.S. I would not be able to check my acct. tomorrow coz I'm gonna go somewhere. So, jus follow me, and I'll follow back the followin day. "
0,nooo ! The rain are back !  Thinking of you... NJ
4,@spartacus007 Well it doesn't put the rumors to rest regarding how much Eminem liked it. 
4,finishing up a busy week with a busy weekend... 
4,@Rosherrrs the same trust me - without the exams - im a final yr med student here so gotta buckle up  been studying all week ... lol
4,Geeewwwdd morniin. Its friday..Game day 
0,watching this movie named 2012: Doomsday. Really bad special features. 
0,@DavidArchie..congrats! 3 nominations for TCA! up again w/ Cook! can't get away from him... haha ...Good Luck! sori Canadians can't vote 
4,still at work at the hooka bar. Off at 2am chill!  bout to kick it with fobs
0,thinks Tristan is getting sick 
4,@HilaryADuff your song Happy is one of my favorites songz 
0,is frustrated about the daily rain showers 
0,@billythekid askd around mate and no one knows. Called Microsoft and they told me it would cost $395 as I don't have a support agreement 
4,h finals. GAHH! What a awesome weekend! The grove was sooo great tonight! Met a lot of new people  Ill put pics of lataaaa. Im tired! Nigh
4,@phelo is the correct etiquette to spell it all with capitals? Need to do some on the job training 
0,"@FLPinotGuy Working on a new tee shirt design right now! Really, really cool. Won't be free tho "
0,"@Paige___Mason: Not a lot, being bored and hungry  u?"
4,Had a great couple days with rach and daph..good times 
0,@cameron_crazy - Bummer! Even worse.... you don't need to refrigerate parmesan..... 
4,Still watching grease (uch) but. Its the car race and I have beer 
4,@ShepherdHeidi time to get rid of him 
4,Shopping with the boss's credit card 
4,Monday night awesome game and chillin at whataburger 
0,living my life!!!! yet i miss saying FAIL randomly with my boos 
4,"@alagu: Glad i could be of help  Sorry mr.Al, couldnt help using dondoniv's choice of words, though ;-)"
4,Paris under the rain! hopefully we had sun this week-end ^^ by the way...morning every one! 
4,"@squidoo_ Loyalis is in the chat room, come join us! "
0,I gotta charge my phone and it won't be right next 2 me so I'll have 2 talk to u manana mi carino 
4,@yaOHya Flexibility is one thing I really could work on. I nearly dislocated my shoulder playing golf on the Wii LOL. Getting old I think 
4,Bored out of my mind waiting on a movie to start lolol. Wont be long though 
0,Hour 11. Starting to feel car sick 
4,Send me your Blog's RSS feeds I have a site that will republish and send traffic to your site... 
0,"@__p damn, wish you were here! i want to do a tri too! i'm just... so not a runner. can't i just skip that part? srs shin splints "
4,"I am going to make some hair accessories,I make some of my really old designs  Last time I made them when I was 18-20 years old "
4,lol @QueenLizII - maybe the Queen does tweet! 
4,@KimKardashian Morning! I'm cleaning my house. What are you doing? 
4,heading to work on the train reading the book of Romans &amp; listening to Indie Rock 
4,Singing &quot;running up that hill&quot; after watching Ro's tweet link - top top song. Off to sing French church things now! 
0,i wish sunday was over already grrrr   almost monday yay! 
0,"@RealRobBrydon Hi Rob, will you be coming back and doing any more shows in Wales again soon? Missed you the first time. "
4,@LaCyn Thanx for letting me know. I'll check it out when I get a chance on the computer. 
0,@vargasl yeah.  unfort seems att ws is out of stock on the 16gb refurbs 
0,anyone else experiencing problems sending photo's through Shozu to Twitpic? my photo's are not showing up in Twitter... 
0,@sergiootaegui I killed a fireant in my room last night  http://myloc.me/2ccW
0,is missing her blackberry 
0,*Please upload photos onto the FB FORMAL group* ...pls make my life easier 
4,Both if possible 
0,Wants to get an &quot;I kill people&quot; tattoo behind his other ear. Its naked 
0,@savethescc I don't think I can make it.   Evil Sleep Deprivation Chamber was setup @ my house.  Must destroy the Chamber and obtain rest.
4,@rachelcdavies you go girl! 
4,"thankyou precious people for the birthday messages. thankyou @urbanangelm and @raouldejongh for a yummy brekkie, with chocolate "
4,@30daysofbikram Go you!  Only 11 more days to go. Have you tried doing doubles?
0,"@dj_wonder Don't worry about it, you have to have had 1000 friends before 31st May to qualify "
4,"@arthurficial Nah, it is meeting with Major Hospital group and Major Medical Funder. ;) I'll have to organise DBN sometime "
4,@supermarioex  whatdidyathink?
0,"Good morning twit fam..please pray I make it thru this day, I did not sleep at all. It was a rough night "
0,At work thank god for dvr cause i fell asleep before tru blood so sad  ; ) Kris
0,"No way around it. Seems I'll have to roll my own WebDAV server, as I can't find any open source Cocoa code. "
0,@wendywings and im still only on 25 on the cryptic picture 
0,have some good blisters in my feet from last night  but worth the awesome night out with tha girls!!
0,so upset Jorja Fox didnt win &quot;sexiest vegetarian 2009&quot; i SO wanted her to win this year i vote a billion times! 
4,I know that i cant get you to be my boyfriend beacuse your way up in the sky with the stars  but ill just keep dreamingme with you 
0,"today has been so gayy, i hate winterrrrr, everyone gets sickk and itss freezinggg "
4,Kevin got True Blood for me. Much to tired to watch it now. Falling asleep talking to someone  good night j.
4,Its such a nice day out. I think im gonna go out for a jog. Gotta practice for cross country this summer 
4,@tommcfly #fletcherday 
4,@horstp funny that. We had outgoing email issues most of the day too. Thank the gods for seperate adsl2 connections 
0,"I hate this diet  first meal of the day just not, and all the food can fit in the palm of my hand lol"
0,"@philwest64  Hugs. Sorry to hear. Most medics are morons, we should be receiving better treatment than this. Good luck &amp; take care x"
0,"I'm off to do some work for the French exams, why do two in one day "
4,I had forgotten just how lovely Loratabs are when in pain. Maybe sleep will be in my cards tonight. 
0,@nikki_morris yep all the time! Its not REAL work cos I do it at home 
4,Going to Northampton/Southwick for the night! 
0,@lost_kafei I'm sorry you only just found out he died  and yes there is a rash of those shorts on campus! (hence my bitching)
4,"@Oddernod it's great to see Chicago hockey back from the dead.  With luck, I'd love to see my Pens play the Hawks for a '92 rematch "
0,At da wic office w/ my mom I just dnt kno 
0,"just got my computer back, told the guy I'm seeing we're over today...  "
0,@ MichalkaAlyson where are you at that it's raining? 
0,still learning about things on Twitter. There's only Krista that responds to me 
0,Watching &quot;American Dad&quot; on Hulu then going to sleep for another long day of school. 
0,"I think someone hacked into my account  oh well, it's a beautiful day!!!"
4,"@arynp: I think that's it. Because the old ones used to have those rolly balls, but these use sensors. I feel smart! Lol. "
4,@myrika_fp comfort food is always great! Don't complain 
4,@andrea3k it's worth being arrested for 
4,@busybeeblogger I remember u saying when u like a guy u r giggly 
0,"Just woke up, Now its time to chill before i have to go to work. at 10 "
0,Fuckin sick!!!  ughhh...damn what a bad hit @ such bad timing ...class
0,er... gonna start revision again in like 15 mins kinda bored and really wanna get these exams over with &gt;.&lt; i miss Ry 
4,Today I read my favorite .NET Magazine in the park for an hour 
0,one year since my surgery and still more surgery to come 
4,Eating a healthy snack of Toblerone 
0,"I cannot, for the life of me, figure out how to install Windows 2000 onto my iBook G3 "
0,Basij reported to be dropping acid on people  #iranelection
0,"awwww didnt sleep in the plane, now i'm all tired "
0,@beccahzuazua what happened becky?? 
0,"@runfromzelda at least you can wear lotion so your skin doesn't get dry. here, you'd sweat the lotion off by the time you leave home. "
0,@carlosgiffoni I don't have nice things 
4,@dfizzy hahaha!! OMG I FEEL IT TOO!! thats what she said.. haha 
4,I have just read up on lactose stuff and I CAN EAT HARD CHEESE!!! There is no lactose in it!!! *Jumps of Joy this rainy day* YAY!!!! 
4,"Goood Morning, Twitstars  Happy Tuesday."
0,"U see, in life, everything is about bloody choices. So you either get ur ass on that plane and go home. Or stay. And rot. I hate flying. "
0,@kay2seksi nothin much just tryin to plan a trip 2 cali but dont nobody wanna go  hows summer goin so far ?
0,shares http://tinyurl.com/oxhomp (Venetia Phair -- little girl who named Pluto -- passed away)  http://plurk.com/p/tpga4
4,@PaulaH63 Ooo hope so too. Sounds like we have a similar plan for the day. I'm thinking vampire or maybe alien family 
4,@Sharonyy Haha your right  I haven't even thought of that xD
0,Two hours later at sprint &amp; my phones worse.  
